danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.678,0.496,-12.701,0.0426,0.934,0.904,0.186,0.965,98.779,2V8DEm5YHoyily6QIPyxl9,265120,2.0
0.578,0.0459,-30.168,0.0629,0.893,0.864,0.103,0.526,130.948,5nUNjGINv8zbsd1cDA8nO8,126507,3.0
0.575,0.738,-10.405,0.0357,0.00814,0.24,0.244,0.764,118.027,6kLBPWrvwVOBcmvBK32KUA,224492,3.0
0.635,0.406,-12.135,0.0253,0.892,0.26,0.298,0.924,164.087,5iLwGdeoEJwayHrc1eVGY9,97683,3.0
0.446,0.189,-18.192,0.0273,0.282,0.00281,0.184,0.396,82.037,0d78V0Wvbny54xEdGOTOfI,133627,2.0
0.524,0.0458,-24.878,0.0599,0.996,0.897,0.168,0.298,101.822,3SSNqwQDueUE0r2xRAF2JC,173666,3.0
0.68,0.973,-4.039,0.0569,2.07e-05,0.658,0.105,0.176,127.984,0AthhPTTw5TucxnXqtmLio,349878,2.0
0.752,0.186,-19.073,0.105,0.981,0.767,0.0744,0.576,103.047,3FWAQ1xefaXlUQSfzmzgG6,53499,2.0
0.506,0.0765,-30.892,0.0403,0.861,0.881,0.277,0.568,130.919,6q8f18KeBguKbU4d0iOoYi,121573,3.0
0.325,0.729,-10.906,0.0485,0.0021,0.901,0.0483,0.321,87.615,1SYQfsfUXlVdo9sJSHIALE,141333,2.0
0.64,0.0697,-24.098,0.203,0.955,0.946,0.174,0.637,133.08,3qziTG1AFNwMsPbDi8gRiv,116667,3.0
0.575,0.738,-10.405,0.0357,0.00814,0.24,0.244,0.764,118.027,4fb5agx06nQaD9SgiHrFks,224492,2.0
0.573,0.04,-32.494,0.0684,0.885,0.746,0.0426,0.523,132.056,0TlLXQ5FUqXE1lrZyajubT,123530,4.0
0.695,0.287,-11.579,0.957,0.844,0.0,0.142,0.431,137.287,4ezHHN86VRdIe6EIphgdQ9,220100,4.0
0.715,0.366,-14.273,0.95,0.576,0.0,0.387,0.746,126.717,6Px0R5DcmqoPTGbBgnAEzC,189300,3.0
0.678,0.926,-5.995,0.0512,0.00506,0.0603,0.0469,0.281,122.003,5nMD1IZBe0Gjd4BjX0GcY5,411167,4.0
0.69,0.263,-13.882,0.963,0.724,0.0,0.31,0.591,71.449,4Obzj6DSr3y8FXRfXIV7Hw,191500,4.0
0.697,0.312,-15.112,0.956,0.594,0.0,0.192,0.643,95.146,5Z6oY3swWj6yDfZJ4IsHKV,191700,4.0
0.618,0.311,-17.24,0.952,0.637,0.0,0.326,0.51,84.952,6SK3fiz7dxcQpOram5uPnx,255153,4.0
0.62,0.339,-14.669,0.968,0.67,0.0,0.363,0.646,77.142,3jVPBqd3fMgPVh6AZhrThG,186900,4.0
0.715,0.287,-14.68,0.959,0.611,0.0,0.299,0.693,86.334,0PzVt05EDhio9PqVn9yppn,189500,3.0
0.759,0.836,-8.319,0.0769,0.00991,0.201,0.599,0.656,128.093,0WNof3Sw0235m0jNsr6mOH,273619,4.0
0.628,0.106,-16.524,0.957,0.366,0.0,0.25,0.447,168.261,3zeD8MwJpIaFovZP7lDwko,200947,4.0
0.678,0.124,-17.195,0.963,0.345,0.0,0.157,0.309,79.802,4oGZCrK1LenlWovTMhG6cZ,189360,2.0
0.51,0.228,-13.607,0.0382,0.969,0.949,0.0638,0.393,130.983,4E3wnBMAucHCP3JgVmdXQd,173067,4.0
0.719,0.107,-17.405,0.942,0.389,0.0,0.117,0.406,119.877,2nC8UBjvZXzTdAAvPnvvUh,191180,1.0
0.13,0.0969,-19.162,0.0406,0.873,0.945,0.315,0.17,165.717,30QEMwix6eUNWz9kiikAQk,175569,4.0
0.628,0.125,-16.304,0.964,0.286,0.0,0.233,0.277,169.331,0PHpx77wXzHgg2311PyKaL,185873,2.0
0.405,0.088,-14.514,0.0386,0.989,0.574,0.196,0.846,126.324,0JZDAyG7NsJ4ZOpFwqwPvc,43133,2.0
0.392,0.156,-18.118,0.0385,0.953,0.956,0.0843,0.535,132.057,7hvHxe8H7WoQ9Ejldf1ooa,145467,2.0
0.21,0.0367,-19.854,0.0402,0.977,0.00771,0.15,0.464,86.801,2yTh6qbaza98wOX0MsRPNC,46627,3.0
0.82,0.686,-12.163,0.0954,0.0295,0.947,0.108,0.154,118.008,2ZmjgeM9MP2II7C3AU3oLY,376900,3.0
0.198,0.605,-10.646,0.0433,0.0104,0.139,0.136,0.257,94.82,753eGOPve84iy1ltX0fpoT,250387,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1M8YCLbhXwKS9vvbfSw38X,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6qdtR8syJdcnyhpHrVN5cn,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,7kyHguP0MJhhSn6X514JwL,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1JTIpML7MNVECFuaDEJ4b7,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6Sq3TLurKxIctVHiAysGyE,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5K0VEx0JSTiXaZ7AEwct03,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6oKlgU9f4x5IXtSSCZLofU,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4G0ZxkaximdnVtRGuemyJK,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4YYoUMkHQEYKyW7828ONqf,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3fe0dMryY52sm6QWzIZsof,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3GHtqa5Xb0sDXAfvpZ1MSP,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2mFNbcDfVGEggkow4m8YrU,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6ke1PWmbmcBsZb8gIVufUx,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4XklrYnksRMUyaii3oc58v,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0JOpORrkyiAJsG4Y9Ppnax,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5TwYi5gMKJa40C8kNJeUZV,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2ULZ4KOd54nz4sAcVWSpHP,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3E1Rt6rly8t4pJdJRXgGsC,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6XnlEFgyPEPa6f8kNV6CrG,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3izIPi1jTWBW3qQzsxSoT5,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,26DMzuWGj7VFL13NnxKUN4,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3WEbS39eYub4RxmiKx6jb9,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,338um15viNCIIzU0uc7e4W,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4KmNMKEKH6H9ny4iVMy6iy,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,56B0JacHY83I98ffJNk97z,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2Tus32ZsNqzJkXfZt2Utiz,136133,2.0
0.528,0.159,-20.091,0.0463,0.99,0.924,0.127,0.593,80.357,2xHkEvPtsCGWn0KePCQjtf,136000,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0LjyP52rQjiA5hQ22DH6jf,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0mDbDUJCktd68yt4wBTyRE,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,7f2GYlJHOfjaHmcQmPqFRz,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,65pnROiniGvahDEDgU5z4H,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4JqIVD106u38Kbkol7gR60,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0PAW3esFQ8THMs0rKtPMZC,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2KSUpLIm4CRrCdXiM1FK4r,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6Yqamf2GZ6n2qGc0yTdDSN,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3iVW3aTvuxqrDLUHBRApb7,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4Rdyxs7bQGmCnPYY3pfr7x,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3Y61Mfekp8uDZoxOPbbvXw,136133,2.0
0.494,0.109,-23.56,0.0484,0.99,0.856,0.125,0.599,160.222,6dz2zd3SzNzBnn5PsEDRrM,136000,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0xAWYJRXH5U4b11rUpThhQ,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6AZBGVXTMWkecpWffyCsEf,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0RR94z60Qk1F7DY7eZRrWA,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6SrBDCYLnnyRluDqICwJSt,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5Zx9DWKcP0KdRL7gvzaEjV,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3zBd6jnGo75uePuvc0rzFl,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,66SWIOoakI5wGNGAg8lOiQ,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,22ca9CVhNP3ALH2BDbTTU7,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5LLciCBjdTcV9iuWBWyyS2,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6FORXq0WsS1iPuK89f847Z,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,7K1mT0VsJs9Q1rzNVOreWE,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6IFbVTU0RMVBRHj5KZl53Y,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2bFbAY2VrXBcQ7o06xhWnS,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3lMNe3CYcg1HiUNYSbxyab,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3M7EXTaQFZYog57lPLrqaP,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,42L1wRiaH9wBA7Ojmigw6h,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3allICHnM5qWEEvgO3cFYw,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6YKl4Y4x6YrNZrktNOF01u,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6Mr0WXRogABfZThsJX7G2U,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,7rh9JLtkgjzY4QtwemRkSW,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1mAd78tlYhApb6JgG2X5gd,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1r9JMOlddknzJKXJOImHzl,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4IMFvBljcHTvaxXTbGoGsm,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3BVY77ZuFweprwtr0WQZcd,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,24WUZmO8IuPNkdarlK3Kmp,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3GxE7KEdwsC7jUwq8qjA9P,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,76RXvwEFKOQrfVeMK9wEvS,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5UvIjqMKB7pD2nt9jt9mpr,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0UiKMaOBRKxsxWojLa4k8d,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4aRO8tscwcfrPj6mCLpSoP,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,7unpRcnwyl0Bbe9k8wAbox,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,17HNxJ9H0O2ipae7MEXmYC,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1juYlBdXfcg1yYbnZaymUH,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6fwhm8b8BFEiKBOdRSHXqY,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1d2in2LPeWU2o8VfXrAY1K,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4MwKZCvsQ9s6LPGIW6VeM9,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0HiMqTAahV6NuHrmWhYTho,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3D0tKLgz7OUtevitzyGcik,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,3cS0UcVBDAXAkV79iDrZmt,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2oE2wBmFABYBtnczIDzdKK,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2SJrSt0fFU0XQtDUYuBEJK,136133,2.0
0.61,0.353,-16.747,0.0441,0.771,0.962,0.089,0.821,116.323,7oyGA8P4Gfq5Ax6Wvozwh5,180000,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4uAoquUNYoF4NRPQ9BkEd4,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1rT9LqQXaxiB7j6eX5r50m,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4co3jK9GPCj8a5ztlnzExg,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4EKc29WSFfLvVI4mn1vpqW,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5Tu4DTGl8FfU83XmPLbjo6,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1V8AeVt06sUQzso1ON19TZ,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,687CgfFDRLyvVwai834GvM,136133,2.0
0.495,0.112,-23.175,0.0476,0.99,0.894,0.11,0.556,161.648,0YyUQBAMTOKPieTHdXC3pg,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,00bu21Y0OknffsC04UuTHf,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5nQSHY9FXqPLtGYhx88WD3,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2tbjgGrC5ekWYxv4ndc26l,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5uqWo432t4sCOOhkpIAnOF,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4Nsahz8fEgAWvq8snzIVae,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,68vyDbM98MR9uoPCrBBAfN,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0vUHjWKIdHiSq9RSjhD8HK,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,5qQuUrsfuPbG0jIuYWiFI1,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,68d1ZN2qNifKlSRRFp2EQI,136133,1.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,6BlOkoEY6awu6NZbgA3C2S,136133,3.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1J1dVVrTleh5d8Xmlh2Doy,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0lgG06rCl5K3lc6ppxsx33,136133,2.0
0.329,0.314,-15.622,0.0424,0.8,0.917,0.0978,0.142,104.859,0fFb75DHChMCUsUbHXplfl,582787,2.0
0.477,0.384,-14.135,0.032,0.00421,0.857,0.267,0.0363,119.972,6hCH5o3F9sDMCCnL0b88AD,116088,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,36Trk7UTr2f9yi8jchX13c,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0fFMxuVn31YbX8Ly1sz8Tp,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2mbbjMtxfyczUhmu8Fb7hq,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,21SrbQ9AXdIajEJnqWSUqW,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,4Z5I9Jr7DxndNW8hoapt8I,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0PrlXxTwEWrOGzmxIIc5ly,136133,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,0TcgeD2C0vPKqsSwMrP08N,136133,1.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,2kf5yEb5GiBEldIbgzmkfw,136133,3.0
0.5,0.114,-23.18,0.0497,0.991,0.806,0.103,0.616,160.983,6AQ8rhIb6wJxlvOVEGefr7,135533,2.0
0.495,0.115,-23.171,0.0492,0.99,0.893,0.11,0.566,160.457,1eh8ecCxq3qP5eZG7Rwwu3,136133,1.0
0.329,0.314,-15.622,0.0423,0.801,0.918,0.0978,0.142,104.881,1jJ8iBKwYmASlFYx4w1ASd,582787,2.0
0.7,0.503,-10.094,0.0338,0.724,0.0955,0.0763,0.718,125.926,75eXFb4pVJvlQlVKnIPo0o,156293,4.0
0.401,0.123,-23.241,0.0453,0.927,0.866,0.231,0.428,129.491,32wE2fP8klbG7JTT1It1LP,122027,1.0
0.405,0.016,-25.67,0.0497,0.993,0.905,0.0865,0.047,131.867,4dh9Kj0sK4ATr94CkkdxEH,568560,1.0
0.655,0.225,-15.221,0.106,0.986,0.934,0.109,0.503,156.001,6EtC7Kn1IFY4vRZgi5mpM2,104500,2.0
0.691,0.131,-16.974,0.954,0.376,0.0,0.274,0.301,137.368,6CMKbGETQJiGRzyjMG3cVL,190940,1.0
0.534,0.0249,-20.249,0.0828,0.994,0.886,0.0783,0.0674,116.97,37Fe8QGHx3ZU0jFvMqRAXw,511240,3.0
0.262,0.0246,-25.03,0.055,0.989,0.91,0.107,0.0772,83.097,4UHFgvX189wcRKGoQpUdiT,516800,1.0
0.5,0.0952,-22.453,0.0471,0.98,0.693,0.0692,0.432,131.623,25s15l0hBnaevAEVW0NA4B,165133,0.0
0.357,0.116,-18.131,0.0366,0.936,0.793,0.0979,0.215,106.757,11mjpNFpDryvGY1rdcJBya,283107,1.0
0.417,0.491,-9.978,0.0348,0.768,0.0,0.0874,0.828,184.079,7D3LWq3PqaIlUnA2Z6Ogfa,184760,4.0
0.354,0.116,-18.131,0.0367,0.936,0.791,0.0979,0.216,105.591,2dfiNzSQkcnkn3RwHfunoH,283107,4.0
0.388,0.202,-19.234,0.0423,0.954,0.404,0.682,0.188,106.455,57gP7eRIb5OreofH2GhSvD,209213,2.0
0.172,0.0536,-23.695,0.0432,0.95,0.88,0.13,0.0399,132.174,2zFDhXbCoA2pEVmyueyxQS,1413000,1.0
0.716,0.291,-17.916,0.937,0.138,0.0,0.159,0.575,123.164,6P3Rf2LTtfEqoPtpMESXym,235117,3.0
0.696,0.314,-15.477,0.953,0.209,0.0,0.34,0.651,93.128,4EtBU6SKeOtsXH06H3GP48,187200,1.0
0.48,0.0843,-28.066,0.0435,0.965,0.723,0.0559,0.394,134.315,08DXk0uMp44GtCRWEnX9Kr,256840,2.0
0.414,0.137,-19.66,0.0359,0.993,0.863,0.154,0.18,94.973,22KQ0jztr3APivhM4CdxXN,542200,2.0
0.821,0.838,-2.934,0.0419,0.546,7.3e-05,0.283,0.959,100.018,18DiVASfaDUuHfqqnCrWdz,202000,2.0
0.416,0.137,-19.66,0.0358,0.993,0.862,0.155,0.183,95.535,3H2M6op3YPvpfkLuvqwpCY,542200,2.0
0.65,0.197,-19.565,0.089,0.959,0.863,0.0829,0.837,134.114,5TJSAxKhEQs4Bj8Y2VPRBN,33000,2.0
0.646,0.185,-21.147,0.103,0.967,0.851,0.0846,0.595,136.783,6UhCx2j4PyE1WBEbOcgJDh,33000,4.0
0.659,0.205,-18.84,0.0491,0.985,0.87,0.124,0.935,165.155,2mMLJkV8cQrITpiR01UnlW,80000,1.0
0.719,0.387,-16.99,0.0402,0.872,0.421,0.0738,0.783,113.754,0zgiJKLUGCnXKVzzXHkJSZ,182467,3.0
0.642,0.234,-15.862,0.0444,0.976,0.892,0.0997,0.0693,90.008,5ldlgzvPVaEkahO8JuSnkk,138810,2.0
0.626,0.38,-16.698,0.956,0.736,0.0,0.183,0.434,82.809,4m8XqOU57bywJcs6QbZE9m,199900,3.0
0.38,0.0412,-23.332,0.0373,0.97,0.858,0.0933,0.129,91.411,5cTk6gK0a1CNKr51K605iY,254000,3.0
0.775,0.475,-8.086,0.0407,0.000381,0.00335,0.0467,0.613,123.996,6zlIQKrDq6Z0FMyxWa6IuU,243833,3.0
0.365,0.175,-20.64,0.0393,0.938,0.86,0.215,0.379,138.331,5FpRaur6VeoDiqkKs93fjJ,67600,3.0
0.325,0.834,-10.638,0.0504,0.653,0.937,0.324,0.375,96.922,0Z284JwH27oORb78lTfPW6,189347,2.0
0.753,0.368,-13.467,0.0451,0.36,0.902,0.122,0.542,105.224,0PKtYIybDHMtrXab5wL1pu,84600,1.0
0.809,0.673,-7.082,0.079,0.00734,0.000904,0.0318,0.67,124.985,6SJFtG090GSYqBQYyZopqx,226180,2.0
0.371,0.758,-11.925,0.059,0.00182,0.784,0.0754,0.338,87.042,0oABZ8YXV3b0KYJxIruK1q,143627,1.0
0.367,0.0657,-22.639,0.0394,0.977,0.888,0.122,0.371,176.799,6TXFtblLMHjX5oCETkRgkh,275347,2.0
0.333,0.0841,-14.19,0.044,0.991,0.921,0.145,0.113,74.196,4pbUIh21seuRUPI2nDfOwR,444893,1.0
0.367,0.0657,-22.639,0.0394,0.977,0.888,0.122,0.371,176.799,3nCGRPlNVhd656LyFLfRkt,275347,3.0
0.422,0.185,-20.062,0.0357,0.992,0.929,0.101,0.232,120.852,6EVHFX9udgF5I5CNzZFSth,308333,3.0
0.493,0.185,-19.594,0.0319,0.994,0.642,0.147,0.468,75.857,1VKH3hb64zQSmTJSc3BPWF,120516,3.0
0.421,0.185,-20.062,0.0357,0.992,0.929,0.101,0.232,121.0,4XIZKFLbdFKUm5EhvnsM8I,308333,1.0
0.639,0.975,-6.849,0.0371,0.115,9.93e-05,0.118,0.66,142.004,6VNoTHzDZ30LSZOWeX3ojz,213698,1.0
0.664,0.834,-6.299,0.0432,9.05e-05,0.85,0.0804,0.282,128.011,6c8VKAs99KAsahQTqrus1O,335287,1.0
0.866,0.388,-10.577,0.0473,0.825,0.238,0.0822,0.929,129.073,6VgfT2Ns4PYW63GSeLmT74,155733,3.0
0.425,0.00178,-26.416,0.0979,0.982,0.6,0.184,0.0622,72.343,3A7MILCd3snQGUEJshuASO,172613,2.0
0.16,0.7,-14.016,0.0444,0.843,0.184,0.182,0.217,92.595,3JCZNX3yKvq7cIQ3wxyndJ,171333,3.0
0.165,0.692,-13.98,0.0411,0.851,0.16,0.197,0.241,93.597,5oG9buQy6dfqzU75HNn7xP,171333,3.0
0.43,0.997,-4.066,0.0846,0.000173,0.924,0.157,0.258,144.002,0ZD0BSfwtrMId1Rlh8icoq,286667,3.0
0.453,0.0175,-31.2,0.0446,0.994,0.942,0.106,0.124,109.991,2nB4N4URBj2ZElrVx8DYpM,154624,0.0
0.638,0.975,-6.849,0.0371,0.115,9.72e-05,0.118,0.66,142.001,2ZhEiaxcRtpbky1pdHzEWb,213698,2.0
0.638,0.975,-6.849,0.0371,0.115,9.72e-05,0.118,0.66,142.001,2YJVbGIWF6r4HRf5m85xXj,213698,3.0
0.865,0.658,-3.035,0.0797,0.214,4.47e-06,0.0325,0.713,90.012,2CKkpT44Ioay8vIvGQCSPe,232526,2.0
0.215,0.987,-5.308,0.0889,1.15e-05,0.000327,0.927,0.172,92.402,3MAlvZpBww2mqugBBxna25,214893,2.0
0.502,0.31,-16.833,0.0721,0.791,0.939,0.0556,0.551,69.483,43GcQt4KIlyLPpJ7r6TjLQ,154640,4.0
0.613,0.676,-5.3,0.0366,0.948,0.928,0.105,0.866,113.145,4luP9ubxf07aIR1oBXjZSB,160237,4.0
0.518,0.221,-16.422,0.0363,0.984,0.936,0.181,0.446,141.095,0HuNciSp7XN7swstwHcop3,154999,2.0
0.423,0.124,-22.969,0.0639,0.988,0.899,0.0899,0.644,123.886,6oOg3sKh7GCTleuTGmkOGU,166600,4.0
0.627,0.284,-14.356,0.949,0.193,0.0,0.298,0.338,79.792,4aAEJ21As9vCug9RMWpT3U,202900,2.0
0.717,0.457,-14.431,0.899,0.225,0.0,0.143,0.499,109.99,0ORMMPFF1CvxY8vOk1m17B,187600,4.0
0.559,0.0464,-28.577,0.0501,0.963,0.937,0.202,0.464,131.938,37fB3mPyYFa5qSE0Me4PKu,121933,2.0
0.705,0.239,-13.683,0.915,0.244,0.0,0.33,0.283,131.092,3oHDCr9KmzPbvFVaPYZwPX,186700,2.0
0.245,0.0961,-26.188,0.0359,0.908,0.936,0.163,0.35,115.775,0ScTtsi0owMg9hbanbGGqq,189000,4.0
0.618,0.341,-18.055,0.961,0.189,0.0,0.125,0.478,180.465,08KjB3dSQSuKl8CdYvNZz3,195400,2.0
