danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.327,0.0699,-22.299,0.0328,0.961,0.868,0.312,0.363,98.847,1f74l2dipFR63B8IS2Pz4s,369067,1.0
0.203,0.0776,-23.927,0.0433,0.936,0.786,0.124,0.0588,76.318,46rGnmd8JOglRO3yRrcBMW,894787,0.0
0.686,0.944,-7.858,0.0379,0.00109,0.885,0.326,0.757,122.961,10i3YRdVVbCenINZ8PcafA,327883,3.0
0.42,0.973,-8.059,0.0653,0.00592,0.857,0.807,0.17,140.045,1MnZO4llv0O87T6lScboyB,288037,1.0
0.285,0.458,-16.115,0.0515,0.374,0.973,0.251,0.16,110.067,21hVW6OfHJsZ6ZcoNgdY6z,117933,1.0
0.561,0.244,-13.514,0.0619,0.892,1.8e-05,0.343,0.522,107.602,7zAl4DpkMoqrE6RQUu39o8,138783,2.0
0.483,0.286,-13.199,0.0349,0.86,0.0,0.109,0.695,105.957,0N5LAS5yCQ179DUBquFyCO,369107,1.0
0.277,0.0411,-21.713,0.0367,0.96,0.739,0.116,0.166,176.689,6GlmT8XqbeBZOUSDGmRtRj,614987,1.0
0.23,0.0325,-21.086,0.0373,0.964,0.837,0.0766,0.0936,77.838,1S7fBSE5llLXGCfFV8FgX1,678000,1.0
0.234,0.0732,-22.277,0.038,0.961,0.798,0.315,0.397,196.482,6xlULYttYnd6G2e2KSZNn4,370000,1.0
0.224,0.235,-16.315,0.0498,0.89,0.76,0.0844,0.0816,90.637,6khoCHIXqZKBFBFiyRKyeG,757840,1.0
0.147,0.119,-23.244,0.0428,0.947,0.537,0.204,0.0842,77.615,7tWEbRKmRZNp1buEY61qHU,1007493,2.0
0.147,0.119,-23.244,0.0428,0.947,0.537,0.204,0.0842,77.615,51XFJc3eXBjXJmjPwH5tM8,1007493,1.0
0.196,0.0547,-28.753,0.0416,0.9,0.814,0.312,0.068,141.378,5C9QmKkN8okcIFGiY94syE,753467,2.0
0.0,6.32e-05,-23.584,0.0,0.0,0.0,0.041,0.0,0.0,003Se5pb0TOeSkCRGxg4TP,33853,1.0
0.479,0.433,-14.371,0.0384,0.987,0.909,0.111,0.636,113.353,1VWuyDKVUuwyOizdpKltyF,120040,1.0
0.221,0.0492,-18.617,0.0356,0.967,0.746,0.0964,0.0947,186.174,0wfbdqKL145BF2noBZbHVj,675800,0.0
0.566,0.0123,-35.458,0.166,0.774,0.482,0.14,0.365,86.471,0yqrr1Yj7uOzIZw0f0vDDv,166000,4.0
0.257,0.0337,-20.673,0.0341,0.961,0.751,0.0776,0.0867,91.765,2xOgvr8N9W5iUPkWirNagE,681320,4.0
0.166,0.116,-19.888,0.0468,0.915,0.788,0.0922,0.0694,182.514,57EpSVzpFMlIUqxlsJFZ4l,936533,2.0
0.449,0.403,-11.288,0.0466,0.754,0.000797,0.673,0.195,134.465,2JlsX42ZOhZLDulE3gpWR5,520373,1.0
0.684,0.275,-19.278,0.947,0.196,0.0,0.502,0.555,96.427,3cOVVTICF3L8Yk9LqpsNZt,189100,2.0
0.717,0.255,-17.997,0.938,0.156,0.0,0.352,0.49,126.808,73VMV8Uc2BgvIVtUUH4n2D,205700,2.0
0.547,0.392,-16.128,0.0434,0.954,0.956,0.107,0.774,79.123,3ncEnwHOYpRcpcI5O2ztVp,145387,2.0
0.259,0.123,-20.132,0.0291,0.334,0.315,0.126,0.28,82.231,4RjLMDwit1UKDcgDHkx0sb,171947,2.0
0.437,0.41,-19.38,0.0437,0.944,0.884,0.129,0.298,120.335,0MNAUAGUh4Enp6lU1IYhPx,54427,4.0
0.464,0.352,-21.095,0.0391,0.993,0.985,0.0872,0.308,96.039,7K2WRL0IJbFCmi8sCXnMUc,214693,2.0
0.437,0.41,-19.38,0.0437,0.944,0.884,0.129,0.298,120.335,7fjqxtU9lkz1hKQKt1dxR6,54427,2.0
0.556,0.38,-10.157,0.0347,0.614,0.805,0.126,0.19,174.297,3y1XlYc0a8dy6GyIZuaN7E,357931,1.0
0.628,0.117,-16.099,0.956,0.591,0.0,0.276,0.403,169.478,72VylGROFZRHLBu01Upasz,189533,1.0
0.464,0.352,-21.095,0.0391,0.993,0.985,0.0872,0.308,96.039,5magkVXcA2DSfCI5umfRwY,214693,1.0
0.49,0.14,-21.887,0.041,0.995,0.919,0.0551,0.31,104.082,09U4CXg4YmRJcLfT5VccfA,274893,2.0
0.487,0.0759,-22.497,0.0455,0.993,0.914,0.155,0.29,99.763,2drkYgaD99AUFLeBBmzrZK,374640,1.0
0.525,0.0823,-22.12,0.0434,0.994,0.91,0.0727,0.325,96.873,5B3dPbjVOJZrQLolR9auba,440720,1.0
0.487,0.0759,-22.497,0.0455,0.993,0.914,0.155,0.29,99.763,5o2b383eNifv6sptjLSTBc,374640,3.0
0.49,0.14,-21.887,0.041,0.995,0.919,0.0551,0.31,104.082,0XqMmygZUEhSbSPlzHY1pY,274893,3.0
0.525,0.0823,-22.12,0.0434,0.994,0.91,0.0727,0.325,96.873,1rRXqIHOOexq8QZgcubTsc,440720,4.0
0.235,0.0933,-19.443,0.0318,0.963,0.828,0.124,0.0816,89.165,2KsFNpTeXd05nFSKUD7H9r,666293,1.0
0.762,0.773,-9.433,0.0979,0.399,0.399,0.088,0.946,168.011,0gfpaJAzAMmiQxtWdUALIS,69172,1.0
0.637,0.698,-5.384,0.0317,0.65,0.126,0.138,0.612,107.215,6heZB4sK92FmpjOxs7XK9W,67239,2.0
0.688,0.435,-13.751,0.938,0.868,0.0,0.107,0.543,96.764,4VzgUp8EGAvSlUtvcmUCFd,185777,1.0
0.194,0.108,-18.735,0.0383,0.772,0.844,0.0869,0.0369,72.744,0bVVTuweRjFPJdWjp44E1i,1105893,1.0
0.273,0.0394,-22.139,0.0366,0.958,0.804,0.129,0.178,173.614,4lfmkoiHP8gt3LZEA8L0As,613800,2.0
0.644,0.307,-10.55,0.0364,0.874,0.931,0.119,0.341,169.025,3EulrlPA89yPivdQ7NLbGx,308876,1.0
0.242,0.0793,-19.803,0.0374,0.836,0.44,0.0985,0.0936,175.728,69ciQ88sem8VNRXZiGiCnT,570360,3.0
0.264,0.00697,-37.885,0.0432,0.995,0.917,0.0733,0.0756,74.116,0qjPJlYKQHBLTEXIdPECvu,123933,1.0
0.575,0.0533,-25.631,0.123,0.994,0.948,0.146,0.551,133.016,6UOG76ql6D0fkAZxGiTflc,298640,2.0
0.174,0.176,-17.407,0.0429,0.947,0.763,0.104,0.0673,179.191,4lzspIpaen0wyihpQdDqAi,923267,3.0
0.501,0.72,-6.327,0.0298,0.0309,0.0178,0.107,0.711,88.978,3WHHyRfEc5p09TqmsnlOhq,245081,1.0
0.309,0.00697,-37.885,0.0429,0.995,0.917,0.0733,0.0767,71.79,4Tt6QjLendmXaNu2jAv0H7,123933,1.0
0.692,0.204,-18.574,0.0434,0.966,0.906,0.113,0.78,120.626,5XldjVYo18KpFPqi4VAibx,94466,2.0
0.645,0.424,-12.725,0.214,0.0127,0.698,0.394,0.566,179.973,7aeMlrhpQTlYSf9BoltPsI,146782,1.0
0.43,0.0518,-22.414,0.0469,0.99,0.908,0.113,0.193,111.41,3hgzfgDpPRfIUV0ZtRV74W,938440,3.0
0.088,0.0886,-21.166,0.04,0.939,0.926,0.077,0.0349,80.484,7Bd9Q8GINOr3nNLKuGQwFV,1320667,1.0
0.464,0.352,-21.095,0.0391,0.993,0.985,0.0872,0.308,96.039,2PQqnVlQ5EQil0PCd6U6b5,214693,1.0
0.418,0.0362,-35.534,0.0456,0.909,0.938,0.092,0.35,78.952,5SV2ocDLOJkHypW9FCqmpz,332373,2.0
0.236,0.506,-8.973,0.0293,0.26,0.0,0.0903,0.37,84.221,3t6HAuxLJey9LmxCDoIGuQ,175387,0.0
0.133,0.137,-17.729,0.0398,0.94,0.926,0.275,0.0306,86.924,0zN7HzcY38qz2IcZuajXgs,291400,1.0
0.417,0.0367,-35.48,0.0457,0.909,0.938,0.092,0.348,78.952,3canwv6DZC3SGQPsLnRZox,332373,1.0
0.732,0.0606,-24.356,0.107,0.995,0.874,0.126,0.925,114.233,6dRwzltJhq18kfxXkHlBsX,53907,1.0
0.236,0.205,-16.416,0.0306,0.176,0.634,0.319,0.326,142.817,7A0epKPFcocyx15xO2xeV5,309147,0.0
0.171,0.00589,-31.984,0.0406,0.941,0.84,0.0906,0.0373,85.263,5l5u6tFDs40DQ9ic9T9b9R,212920,2.0
0.321,0.0249,-29.833,0.0456,0.959,0.658,0.177,0.0609,129.298,3AS5rytloFRYNT71ZJ6z7r,427373,1.0
0.261,0.187,-17.033,0.0292,0.181,0.665,0.291,0.298,81.639,0lO25etQkuXKEjiiYIDeui,310173,1.0
0.297,0.201,-22.445,0.0322,0.831,0.886,0.758,0.335,57.965,2Ifm55A4hLWAjmOk19sXjK,65547,2.0
0.14,0.0239,-36.501,0.0421,0.942,0.0459,0.201,0.272,161.529,031nEKxD6uYyC2IBhnN6lA,54120,3.0
0.4,0.0476,-27.932,0.0461,0.991,0.849,0.0865,0.0629,66.1,0rwCUXfkaww6k8fNL3Ak3S,100653,3.0
0.0,0.000633,-24.012,0.0,0.0,0.0,0.0,0.0,0.0,0XMUZysBEmleKYN5ZbKg0D,28000,1.0
0.79,0.233,-20.155,0.084,0.996,0.727,0.186,0.69,128.073,3NPJtj25pL3U9wtAILWTBd,79715,1.0
0.744,0.42,-9.901,0.0465,0.475,0.609,0.0462,0.863,141.998,1MGrZohHb2v7K0louP0WgE,182936,2.0
0.798,0.52,-9.888,0.1,0.252,0.0,0.087,0.762,138.026,10c3n5B51YUBiPlyGHNXQ7,233840,3.0
0.294,0.304,-16.848,0.0517,0.869,0.826,0.31,0.0936,140.764,4B4DGnnnbwWPKjvxMHIzlw,551400,4.0
0.294,0.304,-16.848,0.0519,0.869,0.825,0.31,0.093,140.614,4jHsO9UuR5F5n0fAsZI2Xt,551400,2.0
0.627,0.17,-23.324,0.0418,0.977,0.655,0.222,0.738,84.07,1GH7F9C43sDEiijk80zLyA,130000,3.0
0.46,0.286,-13.575,0.149,0.788,0.02,0.152,0.762,96.491,4DQSkBJg40O6rgVCIISYEH,215639,3.0
0.714,0.331,-19.232,0.934,0.601,0.0,0.843,0.478,130.325,09TCevrrtVwRovNAtR0XPl,186263,3.0
0.371,0.279,-16.836,0.0323,0.559,0.849,0.287,0.456,98.003,0CJoByydNl19JJzVSZiPFU,100623,1.0
0.534,0.737,-5.546,0.03,0.515,0.904,0.214,0.84,82.504,0cJWxPL2nDeyvrJBr2OLGj,214882,1.0
0.693,0.434,-9.333,0.0379,0.0282,0.881,0.112,0.175,192.07,3uHVOATExBSOWrEmrlh9aY,157022,3.0
0.665,0.457,-17.684,0.0372,0.0791,0.781,0.104,0.819,112.101,2Gld7HxrSCGrk85Jmgc86e,154173,2.0
0.366,0.104,-18.491,0.0342,0.969,0.909,0.108,0.304,66.689,3wMXeXdeziJpQ9NCVX3dbU,138918,3.0
0.205,0.617,-13.027,0.0342,0.921,0.912,0.113,0.136,97.163,1ZWYdZzj9yOHiGwJauXc6m,175412,2.0
0.601,0.76,-4.349,0.0339,0.539,0.844,0.159,0.859,93.751,7og9HnsD9PwkG3LbJCRp6C,160495,3.0
0.404,0.259,-15.552,0.0359,0.905,0.946,0.105,0.248,172.589,1EqqZ082YynnBPJZRSePUm,120293,4.0
0.286,0.333,-12.447,0.0309,0.469,0.227,0.105,0.181,171.558,2ySEf3bhhDK11gar5nVjIy,170657,3.0
0.797,0.222,-16.218,0.053,0.782,0.992,0.0644,0.82,76.009,28O8OScduexDBmbEiziBaJ,122307,3.0
0.848,0.193,-12.471,0.074,0.739,0.823,0.0631,0.934,65.987,4l7FUIRYRGUB2G6wYU1V1Y,79693,1.0
0.62,0.34,-19.313,0.959,0.324,0.0,0.374,0.383,170.124,0lsmls8n6Z0pthChgmACvK,193368,2.0
0.862,0.657,-4.18,0.0389,0.071,0.706,0.181,0.828,108.127,5cGwCCXtPAUiIwTg7n9Yer,205608,2.0
0.424,0.304,-17.781,0.0364,0.312,0.974,0.126,0.918,114.775,0vP6hJ6vaJNmXhRUSaB0SF,94640,3.0
0.274,0.199,-13.951,0.0539,0.942,0.601,0.114,0.0688,78.054,3eyK39RAi6xyAjW2BHoSkF,101537,1.0
0.479,0.165,-15.808,0.0422,0.877,0.885,0.108,0.393,129.879,1lKPhLmoF10DJhEfCCwcMa,151719,1.0
0.485,0.198,-18.87,0.0833,0.966,0.941,0.122,0.34,70.561,3Rb72JBALuAkSn8Lo0vGA1,127712,3.0
0.486,0.723,-5.995,0.0419,0.127,0.574,0.316,0.819,107.364,53G4ngc9SojZbqqU3lit1M,144378,3.0
0.118,0.0401,-28.962,0.101,0.467,0.108,0.155,0.0281,96.387,7oHIefhdDCPU3ZrQIUejor,164988,2.0
0.0796,0.097,-26.812,0.0327,0.896,0.808,0.376,0.0241,171.576,0VJu7ugxjaNUk1jza2svDe,122670,2.0
0.709,0.675,-7.144,0.0311,0.765,0.958,0.126,0.592,103.359,63GxYmmHD97wiXuEGl7Ju5,114207,1.0
0.412,0.861,-12.394,0.166,0.00751,0.9,0.101,0.803,62.709,21qxrjwsIoP4dBXy3R1zgz,93727,2.0
0.326,0.126,-21.792,0.0353,0.935,0.8,0.111,0.356,105.5,4RsZQwXuElDbyl8SrhYAP1,147303,3.0
0.341,0.135,-17.402,0.0388,0.922,0.834,0.13,0.335,137.373,1Ui2HnVmagGmQzB6qH2OPq,150752,3.0
0.0629,0.228,-14.758,0.0379,0.891,0.84,0.217,0.112,71.588,6BblOmQiQycR2wwf0q4Ltz,213185,1.0
0.482,0.0865,-21.06,0.0348,0.983,0.97,0.107,0.178,122.094,79Iw2oMBvCxbYa6dA8WLVY,101850,2.0
0.514,0.539,-13.207,0.0328,0.057,0.000637,0.395,0.887,120.422,6nOdUij8Ici2q4FcKlznlY,135078,1.0
0.715,0.896,-2.903,0.0317,0.0753,0.266,0.114,0.525,126.494,0sMfaeXRjtJQmNEeRFyB1X,180008,2.0
0.443,0.0252,-26.971,0.0494,0.934,0.184,0.138,0.0506,81.008,5r9N6Oll7ihGN7dJS3b3rw,119353,3.0
0.551,0.124,-11.891,0.0331,0.986,0.918,0.11,0.273,64.628,7KBJNEmkRYbi6H6nC5vJX7,114547,3.0
0.504,0.0546,-21.393,0.0631,0.995,0.957,0.0948,0.195,71.321,3phAhZsJx14FoemkGyEJgT,145920,3.0
0.138,0.295,-13.483,0.0351,0.93,0.912,0.128,0.462,141.713,5l9eEZ5B86KvA1CLCVLxS3,155218,2.0
0.402,0.513,-13.527,0.0404,0.0164,0.817,0.227,0.906,122.08,63w2hlRojX6LeBu4IoJfLS,154017,3.0
0.596,0.442,-18.168,0.0468,0.228,0.918,0.0874,0.95,77.704,5JBQw7HWw3nqzre9UO8zXQ,137607,0.0
0.398,0.331,-16.487,0.0305,0.148,0.0646,0.124,0.759,89.316,5GU7Xxv2MkNTZ03JgB1oS7,133747,2.0
0.628,0.494,-22.821,0.0386,0.643,0.912,0.1,0.813,110.166,1TgFNlwMW98KNJpjvthH3G,160705,0.0
0.46,0.379,-14.846,0.0355,0.0158,0.344,0.0606,0.215,61.777,03fCEYTSvlMVXFkNFRqSwH,92368,4.0
0.411,0.374,-20.096,0.0448,0.319,0.96,0.349,0.164,83.226,6y9aSeJVpEry0B2Cn0SZo6,138840,2.0
0.847,0.111,-23.809,0.0409,0.256,0.83,0.108,0.189,95.7,7DR6N68SbytZ165LrhxvaJ,167522,3.0
0.352,0.0759,-16.103,0.0583,0.964,0.0042,0.369,0.374,71.628,3rATOvffJNPW6xSlcDrWAg,85237,3.0
0.584,0.000174,-19.733,0.811,0.232,0.0542,0.0938,0.0,74.328,0rCczSJ62C413mb2nasaj2,99395,3.0
0.428,0.227,-17.945,0.0438,0.92,0.942,0.107,0.249,157.901,7JspR6uk3azVMxiTqpS4PX,125492,2.0
0.871,0.198,-22.961,0.222,0.122,0.872,0.376,0.806,121.752,1Wv5wUCivTksNKUSMP5u01,94275,3.0
0.337,0.836,-2.809,0.0329,0.0634,0.039,0.253,0.836,138.005,3NiYRPBjDVolt0PFQV6Fs9,160157,2.0
0.632,0.43,-15.016,0.0344,0.145,0.899,0.133,0.752,114.676,0MZehVWk3QQyJ8WgcIqgQ7,143673,2.0
0.706,0.114,-14.614,0.14,0.664,0.94,0.0675,0.765,119.058,2I7hQCneAVttadKZ7XAx53,153747,3.0
0.8,0.605,-6.691,0.074,0.298,0.887,0.112,0.755,97.635,3Ib63BTzNZuHEedWkQnpJD,157335,2.0
0.605,0.268,-14.852,0.0373,0.567,0.899,0.0768,0.549,142.036,1myIZsuRrLvjVJIfMsFn5b,170240,3.0
0.643,0.326,-17.384,0.0346,0.883,0.826,0.118,0.773,132.004,1sPafHupnOU3frnOkRkBfY,180297,1.0
0.534,0.471,-15.478,0.297,9.51e-05,0.923,0.0495,0.496,108.662,54oO946IyfJQzQcnoG1eeO,124682,2.0
0.553,0.325,-14.649,0.0746,0.514,0.9,0.339,0.782,167.518,6DpB2PHgfGx6Wt1Mb62igw,186827,2.0
0.344,0.293,-13.039,0.0376,0.000698,0.916,0.148,0.454,119.458,164w3suYIzlDbASZCYFmvQ,137555,2.0
0.0835,0.274,-12.995,0.0419,0.00256,0.889,0.093,0.191,72.869,2k5g30Psx8NWFXppZIO7K0,155872,2.0
0.832,0.222,-12.342,0.0682,0.809,0.946,0.103,0.868,91.832,6rW2jpMg2INoCx7TzKLQiZ,61360,1.0
0.286,0.0324,-21.716,0.043,0.991,0.96,0.202,0.27,130.325,3c7TjLjcxj5omMEophqspC,119013,3.0
0.395,0.207,-20.675,0.0346,0.968,0.955,0.0731,0.344,121.966,6x5CUFEUoCPzXMz63eS5Or,165458,3.0
0.249,0.286,-12.061,0.0308,0.969,0.923,0.308,0.672,171.626,48a06zt1DfoLaxL3Yo0cPK,136253,2.0
0.159,0.000826,-17.756,0.046,0.784,0.00332,0.0625,0.0395,129.883,6XWiXkBWkqXbFlw3g38F7q,164075,2.0
0.167,0.0952,-23.905,0.0551,0.992,7.67e-05,0.0871,0.075,169.637,2TpXWx9qlPgQHP23qdVYVW,144493,2.0
0.528,0.839,-3.836,0.028,2.11e-05,0.842,0.0922,0.651,121.164,2s5ZvcTVBGnb2QXuo41XXt,173348,3.0
0.396,0.844,-1.96,0.0357,0.198,0.0976,0.271,0.327,99.609,6T0TjJRE2C2f5EYfAawdME,183065,3.0
0.322,0.093,-20.875,0.0323,0.99,0.962,0.109,0.265,98.923,2ue5YQWIwECGkhtSGjpcK0,101250,3.0
0.777,0.0105,-28.281,0.184,0.896,0.946,0.111,0.361,99.169,7sDwr3WKflZA0coCKKh9Pi,129645,2.0
0.528,0.0768,-24.196,0.238,0.99,0.882,0.276,0.0451,125.759,2TAmo8UUXUQkvBfRImq6SI,158197,2.0
0.662,0.876,-5.512,0.0324,0.54,0.867,0.067,0.969,115.345,4LlPKcFn9ZT0znMEYPHfxG,162507,2.0
0.727,0.706,-6.986,0.0386,0.000539,0.904,0.105,0.189,128.645,5vnqPFseXVzZwqqWJLfNck,103600,3.0
0.624,0.931,-3.731,0.0506,0.588,0.187,0.118,0.947,92.389,5YQFKkD58I7PVgxecqfaJU,167915,1.0
0.679,0.114,-12.306,0.068,0.882,0.924,0.122,0.47,94.255,5sbc1Ontrx5zJT9HPZeCw1,129880,1.0
0.359,0.0259,-30.579,0.0364,0.875,0.898,0.113,0.292,158.511,2Xkkx7FoaIMUH9AoQoOGjw,166530,3.0
0.538,0.276,-12.334,0.0291,0.587,0.821,0.115,0.169,105.593,7eMAx8NpndUcLjogjwjFeq,144117,3.0
0.823,0.238,-17.311,0.0697,0.362,0.00142,0.0914,0.234,84.017,2gn94cJRKhzEWtmcer41md,123820,3.0
0.0857,0.00998,-19.023,0.0509,0.359,4.39e-05,0.0995,0.0375,165.781,42sbV75ueJSgX9feXTtClQ,124838,3.0
0.361,0.119,-21.759,0.0434,6.9e-05,0.941,0.176,0.236,60.942,2epG5S0WuENUXHmwfNL8Sj,129122,4.0
0.584,0.378,-13.847,0.0276,0.00201,0.755,0.0629,0.624,89.118,62SViuhbYnmadbuOlZuZe6,137795,1.0
0.472,0.297,-14.733,0.027,0.125,0.888,0.11,0.257,94.722,1QgEQWBf3SB7m0IYdjEndE,176457,3.0
0.69,1.0,-12.118,0.041,0.0418,0.972,0.051,0.0292,192.7,0U4oJ8QIEP3SUrco5FcXEV,64130,3.0
0.447,0.764,-12.204,0.0421,0.00136,0.00454,0.108,0.157,143.464,3YeubJZbBxX3xxT0HwVZgj,76903,3.0
0.629,0.341,-18.186,0.955,0.246,0.0,0.258,0.34,168.191,2fjQKHlxOaNqmuV5NO7ks1,222027,0.0
0.305,0.139,-18.555,0.0333,0.843,0.307,0.113,0.343,82.505,3CkUXkeoJKjJHkMbBQ3WEC,187297,1.0
0.508,0.916,-2.246,0.059,0.106,0.342,0.377,0.71,116.266,58H9JQzSfW6i2MT32PeQqK,157962,1.0
0.682,0.153,-11.322,0.063,0.844,0.0,0.107,0.338,106.38,2nQxpa2fumpuVvGLcUfEiF,135575,3.0
0.514,0.675,-16.721,0.0451,0.00144,0.433,0.144,0.652,106.735,02xN9FTuPt6qTn4O9qeOlJ,116662,2.0
0.246,0.378,-13.621,0.0405,0.825,0.445,0.325,0.0685,113.371,7pA0EwQy3HKljMnrj5d7bC,87613,2.0
0.0,0.0255,-23.058,0.0,0.681,0.986,0.133,0.0,0.0,4s8urKBQYkepPD5azX5JRG,96835,3.0
0.207,0.0759,-14.746,0.0356,0.577,0.00201,0.0843,0.31,101.241,4hbf9ziNAcrbBbRHeCIpaw,145840,3.0
0.192,0.337,-14.266,0.0378,8.69e-06,0.833,0.111,0.231,147.751,6CiVeBTuYhK5h06b4ajPuW,160392,0.0
0.583,0.053,-22.109,0.0734,0.996,0.961,0.11,0.44,76.285,0SkG5DNFQzt6x9k1PtNSr3,125805,3.0
0.609,0.0317,-23.316,0.0685,0.965,0.971,0.113,0.429,108.905,5nied6ebNSNGizoDQfiuQ4,121938,3.0
0.766,0.708,-4.374,0.0356,0.185,0.764,0.0501,0.945,111.96,2fYIwepltGSCEwcHMzeLjT,136828,3.0
0.627,0.405,-8.627,0.0813,0.831,0.982,0.0695,0.501,85.849,4zwxMgiOeO4lGtnlN4NgGM,63947,1.0
0.23,0.059,-29.504,0.0423,0.915,0.468,0.534,0.0446,139.11,1zCBnEcEKKVFB9MsYnib7G,494773,2.0
0.307,0.363,-13.86,0.0312,0.0104,0.000992,0.389,0.962,207.931,2sxwcM7rEYyKu3hgs4oET9,141138,2.0
0.802,0.533,-12.129,0.0566,0.432,0.833,0.0769,0.965,90.584,1J5khy6tBa1MGAYHGpX6Dc,108485,3.0
0.455,1.0,-9.201,0.0475,0.0775,0.972,0.266,0.707,191.491,2ByOz1IcTV4kG4AqUFlUWD,123898,3.0
0.303,0.246,-9.073,0.0402,0.679,0.00041,0.191,0.0374,140.205,3Mp2VhuKqHy7dubr7XwGu0,145605,3.0
0.52,0.173,-23.624,0.0497,0.976,0.934,0.122,0.437,130.309,2zOl5rB5c33vMqQpGKLm62,95293,3.0
0.519,0.103,-16.756,0.0312,0.863,0.876,0.118,0.42,107.458,5dx1VkhXgmbVvNOQyBX4Wr,185468,2.0
0.193,0.67,-12.293,0.0847,0.339,0.496,0.113,0.0391,97.921,1wVBXHvvRlYZBGp08Kpitv,68937,
0.748,0.766,-5.074,0.0353,0.0581,0.091,0.209,0.749,102.932,27N7yZs4DRFY3Il70CcIon,197277,
0.612,0.534,-10.817,0.0317,0.15,0.765,0.117,0.944,114.122,5z6cCfOTS0t2QCtNhXOgaa,134007,
0.575,0.697,-5.965,0.0369,0.556,0.783,0.0946,0.803,150.56,3jxJvaLbh5fwhyN0uutSHK,132623,
0.401,0.114,-19.351,0.0368,0.977,0.952,0.115,0.437,66.448,3XKbVH2XwsKXmwoVJ8MmmG,133485,
